espectro,Configuration,Term,J,g,Prefix,Level (eV),Suffix,Uncertainty (eV),Leading percentages,Level ID,Reference,Lande
He I,"=""1s.28s""","=""3S""","=""1""",3.0,"=""[""","=""24.569663517927""","=""]""","=""0.000000000012""",,"=""002001.000241""","=""L22715c201""",
He I,"=""1s.28s""","=""1S""","=""0""",1.0,"=""[""","=""24.569862670594""","=""]""","=""0.000000000015""",,"=""002001.000216""","=""L22715c201""",
He I,"=""1s.28p""","=""3P*""","=""2""",5.0,"=""[""","=""24.569952181343""","=""]""","=""0.000000000005""",,"=""002001.000336""","=""L22715c201""",
He I,"=""1s.28p""","=""3P*""","=""1""",3.0,"=""[""","=""24.569952184374""","=""]""","=""0.000000000005""",,"=""002001.000311""","=""L22715c201""",
He I,"=""1s.28p""","=""3P*""","=""0""",1.0,"=""[""","=""24.569952221667""","=""]""","=""0.000000000006""",,"=""002001.000286""","=""L22715c201""",
He I,"=""1s.28d""","=""3D""","=""3""",7.0,"=""[""","=""24.5700336155463""","=""]""","=""0.0000000000006""",,"=""002001.000436""","=""L22715c201""",
He I,"=""1s.28d""","=""3D""","=""2""",5.0,"=""[""","=""24.5700336160254""","=""]""","=""0.0000000000006""",,"=""002001.000411""","=""L22715c201""",
He I,"=""1s.28d""","=""3D""","=""1""",3.0,"=""[""","=""24.5700336226726""","=""]""","=""0.0000000000006""",,"=""002001.000386""","=""L22715c201""",
He I,"=""1s.28d""","=""1D""","=""2""",5.0,"=""[""","=""24.5700345748407""","=""]""","=""0.0000000000005""",,"=""002001.000361""","=""L22715c201""",
He I,"=""1s.28f""","=""3F*""","=""3""",7.0,"=""[""","=""24.57003663632574""","=""]""","=""0.00000000000025""",,"=""002001.000511""","=""L22715c201""",
He I,"=""1s.28f""","=""3F*""","=""4""",9.0,"=""[""","=""24.57003663785049""","=""]""","=""0.00000000000025""",,"=""002001.000536""","=""L22715c201""",
He I,"=""1s.28f""","=""3F*""","=""2""",5.0,"=""[""","=""24.57003664096088""","=""]""","=""0.00000000000025""",,"=""002001.000486""","=""L22715c201""",
He I,"=""1s.28f""","=""1F*""","=""3""",7.0,"=""[""","=""24.57003664655245""","=""]""","=""0.00000000000025""",,"=""002001.000461""","=""L22715c201""",
He I,"=""1s.28g""","=""3G""","=""4""",9.0,"=""[""","=""24.57003703133207""","=""]""","=""0.00000000000025""",,"=""002001.000611""","=""L22715c201""",
He I,"=""1s.28g""","=""3G""","=""5""",11.0,"=""[""","=""24.57003703328024""","=""]""","=""0.00000000000025""",,"=""002001.000636""","=""L22715c201""",
He I,"=""1s.28g""","=""3G""","=""3""",7.0,"=""[""","=""24.57003703505793""","=""]""","=""0.00000000000025""",,"=""002001.000586""","=""L22715c201""",
He I,"=""1s.28g""","=""1G""","=""4""",9.0,"=""[""","=""24.57003703626330""","=""]""","=""0.00000000000025""",,"=""002001.000561""","=""L22715c201""",
He I,"=""1s.28h""","=""3H*""","=""5""",11.0,"=""[""","=""24.57003712861789""","=""]""","=""0.00000000000025""",,"=""002001.000711""","=""L22715c201""",
He I,"=""1s.28h""","=""3H*""","=""6""",13.0,"=""[""","=""24.57003712989170""","=""]""","=""0.00000000000025""",,"=""002001.000736""","=""L22715c201""",
He I,"=""1s.28h""","=""3H*""","=""4""",9.0,"=""[""","=""24.57003713104785""","=""]""","=""0.00000000000025""",,"=""002001.000686""","=""L22715c201""",
He I,"=""1s.28h""","=""1H*""","=""5""",11.0,"=""[""","=""24.57003713191066""","=""]""","=""0.00000000000025""",,"=""002001.000661""","=""L22715c201""",
He I,"=""1s.28i""","=""3I""","=""6""",13.0,"=""[""","=""24.57003716055721""","=""]""","=""0.00000000000025""",,"=""002001.000811""","=""L22715c201""",
He I,"=""1s.28i""","=""3I""","=""7""",15.0,"=""[""","=""24.57003716145064""","=""]""","=""0.00000000000025""",,"=""002001.000836""","=""L22715c201""",
He I,"=""1s.28i""","=""3I""","=""5""",11.0,"=""[""","=""24.57003716226472""","=""]""","=""0.00000000000025""",,"=""002001.000786""","=""L22715c201""",
He I,"=""1s.28i""","=""1I""","=""6""",13.0,"=""[""","=""24.57003716291154""","=""]""","=""0.00000000000025""",,"=""002001.000761""","=""L22715c201""",
He I,"=""1s.28p""","=""1P*""","=""1""",3.0,"=""[""","=""24.5700522166844""","=""]""","=""0.0000000000009""",,"=""002001.000261""","=""L22715c201""",
He I,"=""1s.29s""","=""3S""","=""1""",3.0,"=""[""","=""24.570877091365""","=""]""","=""0.000000000012""",,"=""002001.000242""","=""L22715c201""",
He I,"=""1s.29s""","=""1S""","=""0""",1.0,"=""[""","=""24.571056197338""","=""]""","=""0.000000000014""",,"=""002001.000217""","=""L22715c201""",
He I,"=""1s.29p""","=""3P*""","=""2""",5.0,"=""[""","=""24.571136728296""","=""]""","=""0.000000000005""",,"=""002001.000337""","=""L22715c201""",
He I,"=""1s.29p""","=""3P*""","=""1""",3.0,"=""[""","=""24.571136731023""","=""]""","=""0.000000000005""",,"=""002001.000312""","=""L22715c201""",
He I,"=""1s.29p""","=""3P*""","=""0""",1.0,"=""[""","=""24.571136764580""","=""]""","=""0.000000000005""",,"=""002001.000287""","=""L22715c201""",
He I,"=""1s.29d""","=""3D""","=""3""",7.0,"=""[""","=""24.5712100169667""","=""]""","=""0.0000000000006""",,"=""002001.000437""","=""L22715c201""",
He I,"=""1s.29d""","=""3D""","=""2""",5.0,"=""[""","=""24.5712100173980""","=""]""","=""0.0000000000006""",,"=""002001.000412""","=""L22715c201""",
He I,"=""1s.29d""","=""3D""","=""1""",3.0,"=""[""","=""24.5712100233809""","=""]""","=""0.0000000000006""",,"=""002001.000387""","=""L22715c201""",
He I,"=""1s.29d""","=""1D""","=""2""",5.0,"=""[""","=""24.5712108807138""","=""]""","=""0.0000000000004""",,"=""002001.000362""","=""L22715c201""",
He I,"=""1s.29f""","=""3F*""","=""3""",7.0,"=""[""","=""24.57121273633383""","=""]""","=""0.00000000000025""",,"=""002001.000512""","=""L22715c201""",
He I,"=""1s.29f""","=""3F*""","=""4""",9.0,"=""[""","=""24.57121273770497""","=""]""","=""0.00000000000025""",,"=""002001.000537""","=""L22715c201""",
He I,"=""1s.29f""","=""3F*""","=""2""",5.0,"=""[""","=""24.57121274050453""","=""]""","=""0.00000000000025""",,"=""002001.000487""","=""L22715c201""",
He I,"=""1s.29f""","=""1F*""","=""3""",7.0,"=""[""","=""24.57121274554213""","=""]""","=""0.00000000000025""",,"=""002001.000462""","=""L22715c201""",
He I,"=""1s.29g""","=""3G""","=""4""",9.0,"=""[""","=""24.57121309195956""","=""]""","=""0.00000000000025""",,"=""002001.000612""","=""L22715c201""",
He I,"=""1s.29g""","=""3G""","=""5""",11.0,"=""[""","=""24.57121309371307""","=""]""","=""0.00000000000025""",,"=""002001.000637""","=""L22715c201""",
He I,"=""1s.29g""","=""3G""","=""3""",7.0,"=""[""","=""24.57121309531309""","=""]""","=""0.00000000000025""",,"=""002001.000587""","=""L22715c201""",
He I,"=""1s.29g""","=""1G""","=""4""",9.0,"=""[""","=""24.57121309639820""","=""]""","=""0.00000000000025""",,"=""002001.000562""","=""L22715c201""",
He I,"=""1s.29h""","=""3H*""","=""5""",11.0,"=""[""","=""24.57121317955936""","=""]""","=""0.00000000000025""",,"=""002001.000712""","=""L22715c201""",
He I,"=""1s.29h""","=""3H*""","=""6""",13.0,"=""[""","=""24.57121318070597""","=""]""","=""0.00000000000025""",,"=""002001.000737""","=""L22715c201""",
He I,"=""1s.29h""","=""3H*""","=""4""",9.0,"=""[""","=""24.57121318174644""","=""]""","=""0.00000000000025""",,"=""002001.000687""","=""L22715c201""",
He I,"=""1s.29h""","=""1H*""","=""5""",11.0,"=""[""","=""24.57121318252308""","=""]""","=""0.00000000000025""",,"=""002001.000662""","=""L22715c201""",
He I,"=""1s.29i""","=""3I""","=""6""",13.0,"=""[""","=""24.57121320832382""","=""]""","=""0.00000000000025""",,"=""002001.000812""","=""L22715c201""",
He I,"=""1s.29i""","=""3I""","=""7""",15.0,"=""[""","=""24.57121320912798""","=""]""","=""0.00000000000025""",,"=""002001.000837""","=""L22715c201""",
He I,"=""1s.29i""","=""3I""","=""5""",11.0,"=""[""","=""24.57121320986073""","=""]""","=""0.00000000000025""",,"=""002001.000787""","=""L22715c201""",
He I,"=""1s.29i""","=""1I""","=""6""",13.0,"=""[""","=""24.57121321044296""","=""]""","=""0.00000000000025""",,"=""002001.000762""","=""L22715c201""",
He I,"=""1s.29p""","=""1P*""","=""1""",3.0,"=""[""","=""24.5712267610659""","=""]""","=""0.0000000000007""",,"=""002001.000262""","=""L22715c201""",
He I,"=""1s.30s""","=""3S""","=""1""",3.0,"=""[""","=""24.571970169921""","=""]""","=""0.000000000011""",,"=""002001.000243""","=""L22715c201""",
He I,"=""1s.30s""","=""1S""","=""0""",1.0,"=""[""","=""24.572131831975""","=""]""","=""0.000000000012""",,"=""002001.000218""","=""L22715c201""",
He I,"=""1s.30p""","=""3P*""","=""2""",5.0,"=""[""","=""24.572204545351""","=""]""","=""0.000000000004""",,"=""002001.000338""","=""L22715c201""",
He I,"=""1s.30p""","=""3P*""","=""1""",3.0,"=""[""","=""24.572204547814""","=""]""","=""0.000000000004""",,"=""002001.000313""","=""L22715c201""",
He I,"=""1s.30p""","=""3P*""","=""0""",1.0,"=""[""","=""24.572204578118""","=""]""","=""0.000000000005""",,"=""002001.000288""","=""L22715c201""",
He I,"=""1s.30d""","=""3D""","=""3""",7.0,"=""[""","=""24.5722707395730""","=""]""","=""0.0000000000005""",,"=""002001.000438""","=""L22715c201""",
He I,"=""1s.30d""","=""3D""","=""2""",5.0,"=""[""","=""24.5722707399626""","=""]""","=""0.0000000000005""",,"=""002001.000413""","=""L22715c201""",
He I,"=""1s.30d""","=""3D""","=""1""",3.0,"=""[""","=""24.5722707453667""","=""]""","=""0.0000000000005""",,"=""002001.000388""","=""L22715c201""",
He I,"=""1s.30d""","=""1D""","=""2""",5.0,"=""[""","=""24.5722715200426""","=""]""","=""0.0000000000004""",,"=""002001.000363""","=""L22715c201""",
He I,"=""1s.30f""","=""3F*""","=""3""",7.0,"=""[""","=""24.57227319631699""","=""]""","=""0.00000000000025""",,"=""002001.000513""","=""L22715c201""",
He I,"=""1s.30f""","=""3F*""","=""4""",9.0,"=""[""","=""24.57227319755460""","=""]""","=""0.00000000000025""",,"=""002001.000538""","=""L22715c201""",
He I,"=""1s.30f""","=""3F*""","=""2""",5.0,"=""[""","=""24.57227320008351""","=""]""","=""0.00000000000025""",,"=""002001.000488""","=""L22715c201""",
He I,"=""1s.30f""","=""1F*""","=""3""",7.0,"=""[""","=""24.57227320463770""","=""]""","=""0.00000000000025""",,"=""002001.000463""","=""L22715c201""",
He I,"=""1s.30g""","=""3G""","=""4""",9.0,"=""[""","=""24.57227351762527""","=""]""","=""0.00000000000025""",,"=""002001.000613""","=""L22715c201""",
He I,"=""1s.30g""","=""3G""","=""5""",11.0,"=""[""","=""24.57227351920917""","=""]""","=""0.00000000000025""",,"=""002001.000638""","=""L22715c201""",
He I,"=""1s.30g""","=""3G""","=""3""",7.0,"=""[""","=""24.57227352065445""","=""]""","=""0.00000000000025""",,"=""002001.000588""","=""L22715c201""",
He I,"=""1s.30g""","=""1G""","=""4""",9.0,"=""[""","=""24.57227352163454""","=""]""","=""0.00000000000025""",,"=""002001.000563""","=""L22715c201""",
He I,"=""1s.30h""","=""3H*""","=""5""",11.0,"=""[""","=""24.57227359678224""","=""]""","=""0.00000000000025""",,"=""002001.000713""","=""L22715c201""",
He I,"=""1s.30h""","=""3H*""","=""6""",13.0,"=""[""","=""24.57227359781800""","=""]""","=""0.00000000000025""",,"=""002001.000738""","=""L22715c201""",
He I,"=""1s.30h""","=""3H*""","=""4""",9.0,"=""[""","=""24.57227359875792""","=""]""","=""0.00000000000025""",,"=""002001.000688""","=""L22715c201""",
He I,"=""1s.30h""","=""1H*""","=""5""",11.0,"=""[""","=""24.57227359945942""","=""]""","=""0.00000000000025""",,"=""002001.000663""","=""L22715c201""",
He I,"=""1s.30i""","=""3I""","=""6""",13.0,"=""[""","=""24.57227362277862""","=""]""","=""0.00000000000025""",,"=""002001.000813""","=""L22715c201""",
He I,"=""1s.30i""","=""3I""","=""7""",15.0,"=""[""","=""24.57227362350504""","=""]""","=""0.00000000000025""",,"=""002001.000838""","=""L22715c201""",
He I,"=""1s.30i""","=""3I""","=""5""",11.0,"=""[""","=""24.57227362416699""","=""]""","=""0.00000000000025""",,"=""002001.000788""","=""L22715c201""",
He I,"=""1s.30i""","=""1I""","=""6""",13.0,"=""[""","=""24.57227362469293""","=""]""","=""0.00000000000025""",,"=""002001.000763""","=""L22715c201""",
He I,"=""1s.30p""","=""1P*""","=""1""",3.0,"=""[""","=""24.5722858657881""","=""]""","=""0.0000000000007""",,"=""002001.000263""","=""L22715c201""",
He I,"=""1s.31s""","=""3S""","=""1""",3.0,"=""[""","=""24.572958193102""","=""]""","=""0.000000000010""",,"=""002001.000244""","=""L22715c201""",
He I,"=""1s.31s""","=""1S""","=""0""",1.0,"=""[""","=""24.573104604934""","=""]""","=""0.000000000012""",,"=""002001.000219""","=""L22715c201""",
He I,"=""1s.31p""","=""3P*""","=""2""",5.0,"=""[""","=""24.573170480820""","=""]""","=""0.000000000004""",,"=""002001.000339""","=""L22715c201""",
He I,"=""1s.31p""","=""3P*""","=""1""",3.0,"=""[""","=""24.573170483051""","=""]""","=""0.000000000004""",,"=""002001.000314""","=""L22715c201""",
He I,"=""1s.31p""","=""3P*""","=""0""",1.0,"=""[""","=""24.573170510510""","=""]""","=""0.000000000004""",,"=""002001.000289""","=""L22715c201""",
He I,"=""1s.31d""","=""3D""","=""3""",7.0,"=""[""","=""24.5732304674684""","=""]""","=""0.0000000000005""",,"=""002001.000439""","=""L22715c201""",
He I,"=""1s.31d""","=""3D""","=""2""",5.0,"=""[""","=""24.5732304678216""","=""]""","=""0.0000000000005""",,"=""002001.000414""","=""L22715c201""",
He I,"=""1s.31d""","=""3D""","=""1""",3.0,"=""[""","=""24.5732304727194""","=""]""","=""0.0000000000005""",,"=""002001.000389""","=""L22715c201""",
He I,"=""1s.31d""","=""1D""","=""2""",5.0,"=""[""","=""24.5732311750238""","=""]""","=""0.0000000000004""",,"=""002001.000364""","=""L22715c201""",
He I,"=""1s.31f""","=""3F*""","=""3""",7.0,"=""[""","=""24.57323269433635""","=""]""","=""0.00000000000025""",,"=""002001.000514""","=""L22715c201""",
He I,"=""1s.31f""","=""3F*""","=""4""",9.0,"=""[""","=""24.57323269545730""","=""]""","=""0.00000000000025""",,"=""002001.000539""","=""L22715c201""",
He I,"=""1s.31f""","=""3F*""","=""2""",5.0,"=""[""","=""24.57323269774915""","=""]""","=""0.00000000000025""",,"=""002001.000489""","=""L22715c201""",
He I,"=""1s.31f""","=""1F*""","=""3""",7.0,"=""[""","=""24.57323270187993""","=""]""","=""0.00000000000025""",,"=""002001.000464""","=""L22715c201""",
He I,"=""1s.31g""","=""3G""","=""4""",9.0,"=""[""","=""24.57323298560227""","=""]""","=""0.00000000000025""",,"=""002001.000614""","=""L22715c201""",
He I,"=""1s.31g""","=""3G""","=""5""",11.0,"=""[""","=""24.57323298703776""","=""]""","=""0.00000000000025""",,"=""002001.000639""","=""L22715c201""",
He I,"=""1s.31g""","=""3G""","=""3""",7.0,"=""[""","=""24.57323298834765""","=""]""","=""0.00000000000025""",,"=""002001.000589""","=""L22715c201""",
He I,"=""1s.31g""","=""1G""","=""4""",9.0,"=""[""","=""24.57323298923600""","=""]""","=""0.00000000000025""",,"=""002001.000564""","=""L22715c201""",
He I,"=""1s.31h""","=""3H*""","=""5""",11.0,"=""[""","=""24.57323305736668""","=""]""","=""0.00000000000025""",,"=""002001.000714""","=""L22715c201""",
He I,"=""1s.31h""","=""3H*""","=""6""",13.0,"=""[""","=""24.57323305830536""","=""]""","=""0.00000000000025""",,"=""002001.000739""","=""L22715c201""",
He I,"=""1s.31h""","=""3H*""","=""4""",9.0,"=""[""","=""24.57323305915726""","=""]""","=""0.00000000000025""",,"=""002001.000689""","=""L22715c201""",
He I,"=""1s.31h""","=""1H*""","=""5""",11.0,"=""[""","=""24.57323305979305""","=""]""","=""0.00000000000025""",,"=""002001.000664""","=""L22715c201""",
He I,"=""1s.31i""","=""3I""","=""6""",13.0,"=""[""","=""24.57323308093868""","=""]""","=""0.00000000000025""",,"=""002001.000814""","=""L22715c201""",
He I,"=""1s.31i""","=""3I""","=""7""",15.0,"=""[""","=""24.57323308159704""","=""]""","=""0.00000000000025""",,"=""002001.000839""","=""L22715c201""",
He I,"=""1s.31i""","=""3I""","=""5""",11.0,"=""[""","=""24.57323308219700""","=""]""","=""0.00000000000025""",,"=""002001.000789""","=""L22715c201""",
He I,"=""1s.31i""","=""1I""","=""6""",13.0,"=""[""","=""24.57323308267359""","=""]""","=""0.00000000000025""",,"=""002001.000764""","=""L22715c201""",
He I,"=""1s.31p""","=""1P*""","=""1""",3.0,"=""[""","=""24.5732441776680""","=""]""","=""0.0000000000006""",,"=""002001.000264""","=""L22715c201""",
He I,"=""1s.32s""","=""3S""","=""1""",3.0,"=""[""","=""24.573854204444""","=""]""","=""0.000000000009""",,"=""002001.000245""","=""L22715c201""",
He I,"=""1s.32s""","=""1S""","=""0""",1.0,"=""[""","=""24.573987225470""","=""]""","=""0.000000000011""",,"=""002001.000220""","=""L22715c201""",
He I,"=""1s.32p""","=""3P*""","=""2""",5.0,"=""[""","=""24.574047095037""","=""]""","=""0.000000000004""",,"=""002001.000340""","=""L22715c201""",
He I,"=""1s.32p""","=""3P*""","=""1""",3.0,"=""[""","=""24.574047097066""","=""]""","=""0.000000000004""",,"=""002001.000315""","=""L22715c201""",
He I,"=""1s.32p""","=""3P*""","=""0""",1.0,"=""[""","=""24.574047122024""","=""]""","=""0.000000000004""",,"=""002001.000290""","=""L22715c201""",
He I,"=""1s.32d""","=""3D""","=""3""",7.0,"=""[""","=""24.5741016266281""","=""]""","=""0.0000000000005""",,"=""002001.000440""","=""L22715c201""",
He I,"=""1s.32d""","=""3D""","=""2""",5.0,"=""[""","=""24.5741016269493""","=""]""","=""0.0000000000005""",,"=""002001.000415""","=""L22715c201""",
He I,"=""1s.32d""","=""3D""","=""1""",3.0,"=""[""","=""24.5741016314020""","=""]""","=""0.0000000000005""",,"=""002001.000390""","=""L22715c201""",
He I,"=""1s.32d""","=""1D""","=""2""",5.0,"=""[""","=""24.5741022700706""","=""]""","=""0.0000000000004""",,"=""002001.000365""","=""L22715c201""",
He I,"=""1s.32f""","=""3F*""","=""3""",7.0,"=""[""","=""24.57410365141942""","=""]""","=""0.00000000000025""",,"=""002001.000515""","=""L22715c201""",
He I,"=""1s.32f""","=""3F*""","=""4""",9.0,"=""[""","=""24.57410365243783""","=""]""","=""0.00000000000025""",,"=""002001.000540""","=""L22715c201""",
He I,"=""1s.32f""","=""3F*""","=""2""",5.0,"=""[""","=""24.57410365452150""","=""]""","=""0.00000000000025""",,"=""002001.000490""","=""L22715c201""",
He I,"=""1s.32f""","=""1F*""","=""3""",7.0,"=""[""","=""24.57410365827959""","=""]""","=""0.00000000000025""",,"=""002001.000465""","=""L22715c201""",
He I,"=""1s.32g""","=""3G""","=""4""",9.0,"=""[""","=""24.57410391627285""","=""]""","=""0.00000000000025""",,"=""002001.000615""","=""L22715c201""",
He I,"=""1s.32g""","=""3G""","=""5""",11.0,"=""[""","=""24.57410391757792""","=""]""","=""0.00000000000025""",,"=""002001.000640""","=""L22715c201""",
He I,"=""1s.32g""","=""3G""","=""3""",7.0,"=""[""","=""24.57410391876878""","=""]""","=""0.00000000000025""",,"=""002001.000590""","=""L22715c201""",
He I,"=""1s.32g""","=""1G""","=""4""",9.0,"=""[""","=""24.57410391957641""","=""]""","=""0.00000000000025""",,"=""002001.000565""","=""L22715c201""",
He I,"=""1s.32h""","=""3H*""","=""5""",11.0,"=""[""","=""24.57410398153665""","=""]""","=""0.00000000000025""",,"=""002001.000715""","=""L22715c201""",
He I,"=""1s.32h""","=""3H*""","=""6""",13.0,"=""[""","=""24.57410398239003""","=""]""","=""0.00000000000025""",,"=""002001.000740""","=""L22715c201""",
He I,"=""1s.32h""","=""3H*""","=""4""",9.0,"=""[""","=""24.57410398316456""","=""]""","=""0.00000000000025""",,"=""002001.000690""","=""L22715c201""",
He I,"=""1s.32h""","=""1H*""","=""5""",11.0,"=""[""","=""24.57410398374257""","=""]""","=""0.00000000000025""",,"=""002001.000665""","=""L22715c201""",
He I,"=""1s.32i""","=""3I""","=""6""",13.0,"=""[""","=""24.57410400297625""","=""]""","=""0.00000000000025""",,"=""002001.000815""","=""L22715c201""",
He I,"=""1s.32i""","=""3I""","=""7""",15.0,"=""[""","=""24.57410400357484""","=""]""","=""0.00000000000025""",,"=""002001.000840""","=""L22715c201""",
He I,"=""1s.32i""","=""3I""","=""5""",11.0,"=""[""","=""24.57410400412025""","=""]""","=""0.00000000000025""",,"=""002001.000790""","=""L22715c201""",
He I,"=""1s.32i""","=""1I""","=""6""",13.0,"=""[""","=""24.57410400455357""","=""]""","=""0.00000000000025""",,"=""002001.000765""","=""L22715c201""",
He I,"=""1s.32p""","=""1P*""","=""1""",3.0,"=""[""","=""24.5741140921573""","=""]""","=""0.0000000000006""",,"=""002001.000265""","=""L22715c201""",
He I,"=""1s.33s""","=""3S""","=""1""",3.0,"=""[""","=""24.574669284234""","=""]""","=""0.000000000008""",,"=""002001.000246""","=""L22715c201""",
He I,"=""1s.33s""","=""1S""","=""0""",1.0,"=""[""","=""24.574790498896""","=""]""","=""0.000000000010""",,"=""002001.000221""","=""L22715c201""",
